uids,merchant_click_seq
446,"['merch5', 'merch1', 'merch8', 'merch5', 'merch2', 'merch6', 'merch3', 'merch6', 'merch1']"
447,"['merch3', 'merch9', 'merch5', 'merch7', 'merch1', 'merch7', 'merch6', 'merch8', 'merch6', 'merch0', 'merch1', 'merch3', 'merch7', 'merch0', 'merch4', 'merch3', 'merch5', 'merch8', 'merch9']"
448,"['merch5', 'merch2', 'merch4', 'merch7', 'merch3', 'merch7', 'merch2', 'merch0', 'merch1', 'merch5', 'merch3', 'merch9', 'merch4', 'merch1', 'merch2']"
449,"['merch3', 'merch0', 'merch5', 'merch1', 'merch0', 'merch2', 'merch9', 'merch4', 'merch8', 'merch2', 'merch0', 'merch2', 'merch0', 'merch2']"
450,"['merch1', 'merch5', 'merch7', 'merch1', 'merch7', 'merch8', 'merch4', 'merch7', 'merch2', 'merch1', 'merch2', 'merch5', 'merch4', 'merch8', 'merch7', 'merch1', 'merch3', 'merch9', 'merch8', 'merch4', 'merch1']"
451,"['merch9', 'merch0', 'merch2', 'merch5', 'merch6', 'merch9', 'merch4', 'merch7', 'merch2', 'merch7', 'merch4', 'merch2']"
452,"['merch5', 'merch7', 'merch5', 'merch2', 'merch1', 'merch0', 'merch2', 'merch1', 'merch4', 'merch3', 'merch9', 'merch6', 'merch5', 'merch4', 'merch7']"
453,"['merch2', 'merch0', 'merch5', 'merch1', 'merch7', 'merch6', 'merch1', 'merch2', 'merch4', 'merch5', 'merch8', 'merch5', 'merch1', 'merch5', 'merch2', 'merch1', 'merch9']"
454,"['merch6', 'merch3', 'merch0', 'merch2', 'merch9', 'merch1', 'merch7', 'merch1', 'merch2', 'merch4', 'merch0', 'merch1', 'merch7']"
455,"['merch8', 'merch3', 'merch9', 'merch8', 'merch0', 'merch9', 'merch2', 'merch0', 'merch5', 'merch9', 'merch2', 'merch7', 'merch3', 'merch1', 'merch6', 'merch1', 'merch5', 'merch1', 'merch4', 'merch3']"
456,"['merch1', 'merch2', 'merch9', 'merch0', 'merch2', 'merch4', 'merch5', 'merch0', 'merch6', 'merch4', 'merch3', 'merch7', 'merch5', 'merch3', 'merch2', 'merch1', 'merch2', 'merch9']"
457,"['merch2', 'merch4', 'merch2', 'merch3', 'merch9', 'merch3', 'merch5', 'merch3', 'merch5', 'merch3', 'merch7', 'merch8']"
458,"['merch5', 'merch3', 'merch6', 'merch1', 'merch2', 'merch6', 'merch9', 'merch2', 'merch7', 'merch8', 'merch9', 'merch1', 'merch2']"
459,"['merch9', 'merch2', 'merch3', 'merch6', 'merch2', 'merch4', 'merch1', 'merch9', 'merch2', 'merch1', 'merch8', 'merch4', 'merch2']"
460,"['merch7', 'merch0', 'merch1', 'merch0', 'merch3', 'merch5', 'merch0', 'merch3', 'merch2', 'merch1', 'merch6', 'merch2', 'merch6']"
461,"['merch2', 'merch8', 'merch0', 'merch1', 'merch9', 'merch3', 'merch2', 'merch1', 'merch8', 'merch1', 'merch0', 'merch5', 'merch0', 'merch5', 'merch1', 'merch4', 'merch2', 'merch3', 'merch5', 'merch0', 'merch9', 'merch7']"
462,"['merch3', 'merch7', 'merch5', 'merch2', 'merch0', 'merch3', 'merch8', 'merch7', 'merch4', 'merch1', 'merch4', 'merch5']"
463,"['merch9', 'merch0', 'merch1', 'merch3', 'merch1', 'merch4', 'merch1', 'merch3', 'merch2', 'merch1', 'merch7', 'merch3', 'merch8', 'merch9', 'merch5']"
464,"['merch1', 'merch4', 'merch9', 'merch3', 'merch9', 'merch2', 'merch4', 'merch3', 'merch1', 'merch8', 'merch1', 'merch2', 'merch1', 'merch9']"
465,"['merch3', 'merch4', 'merch3', 'merch6', 'merch4', 'merch3', 'merch7', 'merch3', 'merch5', 'merch7', 'merch1', 'merch3', 'merch4', 'merch1']"
466,"['merch4', 'merch5', 'merch1', 'merch3', 'merch5', 'merch0', 'merch8', 'merch3', 'merch1', 'merch2', 'merch0', 'merch9', 'merch0', 'merch1', 'merch2', 'merch4', 'merch6', 'merch2', 'merch3', 'merch4', 'merch3']"
467,"['merch9', 'merch2', 'merch4', 'merch9', 'merch5', 'merch9', 'merch2', 'merch0', 'merch6', 'merch8', 'merch2', 'merch1', 'merch3']"
468,"['merch2', 'merch8', 'merch1', 'merch6', 'merch5', 'merch3', 'merch1', 'merch2', 'merch5', 'merch2', 'merch1', 'merch8', 'merch4', 'merch6', 'merch2', 'merch1', 'merch0', 'merch5', 'merch4']"
469,"['merch7', 'merch3', 'merch5', 'merch6', 'merch7', 'merch1', 'merch4', 'merch5', 'merch1', 'merch8', 'merch3', 'merch7', 'merch3', 'merch9', 'merch4', 'merch2', 'merch1', 'merch2', 'merch6']"
470,"['merch0', 'merch2', 'merch1', 'merch9', 'merch4', 'merch0', 'merch3', 'merch7', 'merch9', 'merch2', 'merch4', 'merch0', 'merch1', 'merch5', 'merch1', 'merch0', 'merch9']"
471,"['merch8', 'merch4', 'merch3', 'merch1', 'merch4', 'merch3', 'merch1', 'merch3', 'merch1', 'merch2', 'merch9', 'merch6', 'merch5', 'merch8', 'merch1', 'merch2', 'merch0']"
472,"['merch2', 'merch8', 'merch2', 'merch9', 'merch3', 'merch4', 'merch6', 'merch3', 'merch6', 'merch8', 'merch6', 'merch9']"
473,"['merch7', 'merch8', 'merch9', 'merch4', 'merch9', 'merch1', 'merch4', 'merch9', 'merch4', 'merch5', 'merch7', 'merch3', 'merch2']"
474,"['merch6', 'merch4', 'merch1', 'merch2', 'merch1', 'merch4', 'merch5', 'merch3', 'merch6']"
475,"['merch5', 'merch3', 'merch5', 'merch9', 'merch1', 'merch9', 'merch1', 'merch2', 'merch3', 'merch5', 'merch3', 'merch1', 'merch8', 'merch3', 'merch1', 'merch2', 'merch5', 'merch2', 'merch5', 'merch2', 'merch8', 'merch0']"
476,"['merch4', 'merch3', 'merch2', 'merch3', 'merch1', 'merch9', 'merch4', 'merch2', 'merch4', 'merch5', 'merch4', 'merch5', 'merch2', 'merch8', 'merch4', 'merch8', 'merch2', 'merch4']"
477,"['merch3', 'merch5', 'merch7', 'merch9', 'merch2', 'merch7', 'merch4', 'merch0', 'merch7', 'merch2', 'merch4', 'merch2', 'merch4', 'merch0', 'merch1', 'merch2']"
478,"['merch5', 'merch9', 'merch6', 'merch8', 'merch5', 'merch2', 'merch3', 'merch7', 'merch4']"
479,"['merch9', 'merch0', 'merch9', 'merch1', 'merch3', 'merch1', 'merch3', 'merch8', 'merch2', 'merch3']"
480,"['merch1', 'merch8', 'merch2', 'merch1', 'merch8', 'merch9', 'merch1', 'merch7', 'merch3', 'merch1', 'merch5', 'merch1', 'merch3', 'merch4', 'merch3']"
481,"['merch0', 'merch5', 'merch8', 'merch3', 'merch0', 'merch5', 'merch8', 'merch6', 'merch1', 'merch3', 'merch9', 'merch3', 'merch5', 'merch8', 'merch5', 'merch2', 'merch1', 'merch5', 'merch2', 'merch4', 'merch8']"
482,"['merch1', 'merch0', 'merch4', 'merch9', 'merch2', 'merch8', 'merch2', 'merch3', 'merch1', 'merch8', 'merch3', 'merch6', 'merch5', 'merch1']"
483,"['merch2', 'merch4', 'merch1', 'merch2', 'merch3', 'merch7', 'merch4', 'merch3', 'merch4', 'merch5', 'merch9', 'merch3', 'merch8', 'merch6', 'merch5', 'merch3', 'merch1']"
484,"['merch1', 'merch9', 'merch1', 'merch3', 'merch1', 'merch8', 'merch1', 'merch4', 'merch9', 'merch3', 'merch1', 'merch4', 'merch9', 'merch1', 'merch9']"
485,"['merch3', 'merch7', 'merch6', 'merch4', 'merch9', 'merch1', 'merch2', 'merch7', 'merch5', 'merch9', 'merch8', 'merch1', 'merch2', 'merch1', 'merch7']"
486,"['merch4', 'merch3', 'merch4', 'merch9', 'merch1', 'merch9', 'merch7', 'merch9', 'merch5', 'merch8']"
487,"['merch8', 'merch2', 'merch1', 'merch3', 'merch0', 'merch9', 'merch0', 'merch1', 'merch3', 'merch2', 'merch6', 'merch7', 'merch1', 'merch4', 'merch5', 'merch9', 'merch7', 'merch3', 'merch2', 'merch1', 'merch3', 'merch9', 'merch1', 'merch5', 'merch2', 'merch8', 'merch1']"
488,"['merch3', 'merch2', 'merch9', 'merch2', 'merch3', 'merch2', 'merch1', 'merch4']"
489,"['merch2', 'merch3', 'merch0', 'merch3', 'merch8', 'merch4', 'merch8', 'merch3', 'merch2', 'merch3', 'merch1', 'merch8', 'merch3', 'merch4', 'merch2', 'merch1']"
490,"['merch9', 'merch1', 'merch2', 'merch5', 'merch2', 'merch1', 'merch9', 'merch4', 'merch9', 'merch2', 'merch4', 'merch1', 'merch4', 'merch7', 'merch1', 'merch9', 'merch1', 'merch9', 'merch1', 'merch5']"
491,"['merch4', 'merch1', 'merch8', 'merch9', 'merch6', 'merch2', 'merch1', 'merch2', 'merch9', 'merch8', 'merch3', 'merch2', 'merch1', 'merch9', 'merch3', 'merch1', 'merch5']"
492,"['merch5', 'merch8', 'merch3', 'merch1', 'merch8', 'merch2', 'merch4', 'merch7', 'merch3', 'merch4', 'merch9', 'merch5', 'merch8']"
493,"['merch3', 'merch2', 'merch8', 'merch5', 'merch9', 'merch4', 'merch1', 'merch4', 'merch5', 'merch3', 'merch9', 'merch2', 'merch8']"
494,"['merch1', 'merch0', 'merch6', 'merch3', 'merch8', 'merch1', 'merch5', 'merch1', 'merch6', 'merch3', 'merch2', 'merch0']"
495,"['merch5', 'merch4', 'merch5', 'merch6', 'merch4', 'merch8', 'merch5', 'merch7', 'merch6', 'merch5', 'merch9', 'merch5', 'merch1', 'merch2', 'merch1', 'merch7', 'merch5', 'merch3', 'merch1']"
496,"['merch0', 'merch1', 'merch2', 'merch4', 'merch8', 'merch1', 'merch7', 'merch6', 'merch9', 'merch1', 'merch9', 'merch1', 'merch6', 'merch1']"
497,"['merch5', 'merch3', 'merch4', 'merch8', 'merch0', 'merch1', 'merch2', 'merch1', 'merch5', 'merch3', 'merch1', 'merch9', 'merch1', 'merch2', 'merch9']"
498,"['merch3', 'merch5', 'merch2', 'merch4', 'merch8', 'merch9', 'merch1', 'merch2', 'merch7', 'merch3', 'merch5', 'merch0']"
499,"['merch4', 'merch5', 'merch2', 'merch1', 'merch7', 'merch0', 'merch4', 'merch9', 'merch4', 'merch8', 'merch1', 'merch4', 'merch2', 'merch4']"
